email,prenom,shop_name,shop_url,country,vertical,traffic_estimate,catalog_size,source,score,ad_signal,note_perso,status,last_touch,touch_count,next_touch,owner,notes
hello@lacavalerievip.com,CavalVIP,La Cavalerie,https://www.lacavalerie.com,FR,mode,0,25,manual,6,false,Vu ta page chaussure — les landing par saison n ont pas de filtre matiere (cuir vs toile) facilement accessible,cold,,,, syphax,Chaussures artisanales DTC FR. Shopify probable. Score 6.
contact@vertbaudet.fr,VertB,Vertbaudet,https://www.vertbaudet.fr,FR,mode,0,500,manual,6,true,Vu ta page pyjama enfant — les landing tranche d age (0-3 ans vs 3-6 ans) ne sont pas des landing SEO dédiées avec contenu editorial,cold,,,, syphax,Mode enfant FR. Shopify probable. Large catalogue. Score 6 — vérifier plateforme Shopify.
hello@sezane.be,MorganeB,Sézane BE,https://www.sezane.com/be-fr,BE,mode,0,150,manual,7,true,Vu ta page collection BE — la landing locale n adapte pas les prix en euros belges avec mention livraison BE specifique,cold,,,, syphax,Extension BE Sézane. Shopify. ICP BE mode. Score 7.
contact@anakiparis.be,AnakiBE,Anaki Paris BE,https://www.anakiparis.com/be,BE,mode,0,70,manual,6,false,Vu ta page chaussure BE — le seuil livraison gratuite n est pas affiche en header BE contrairement au site FR,cold,,,, syphax,Anaki Paris extension BE. Shopify. ICP BE. Score 6.
hello@typology.be,NingBE,Typology BE,https://www.typology.com/be,BE,beaute,0,80,manual,7,true,Vu ta page routine BE — la landing coach skincare BE ne propose pas de version FR belge du quiz peau avec resultats adaptes,cold,,,, syphax,Typology extension BE. Shopify. ICP BE beauté. Score 7.
contact@respire.ch,JustineCH,Respire CH,https://respire.co/ch,CH,beaute,0,45,manual,6,false,Vu ta page deodorant CH — la page suisse n affiche pas de certification naturalite reconnue en Suisse (ex NATRUE) malgre le marche local sensible,cold,,,, syphax,Respire extension CH. Shopify. ICP CH beauté. Score 6.
hello@cabaiawatch.com,CabaiaW,Cabaïa CH,https://www.cabaia.com/ch-fr,CH,mode,0,120,manual,6,false,Vu ta page sac CH — le seuil livraison gratuite CH est different FR mais pas mis en avant avec un bandeau header dedie,cold,,,, syphax,Cabaïa extension CH. Shopify. ICP CH. Score 6.
hello@circlesportswear.com,AlexCH,Circle Sportswear CH,https://circlesportswear.com/ch,CH,sport,0,50,manual,6,false,Vu ta page running CH — pas de mention certification OEKO-TEX sur les landing produit alors que le marche suisse y est sensible,cold,,,, syphax,Circle Sportswear extension CH. Shopify. ICP CH sport. Score 6.
contact@slipfrancais.be,SlipBE,Le Slip Français BE,https://www.leslipfrancais.fr/be,BE,mode,0,80,manual,6,false,Vu ta page sous-vetement BE — le message "Made in France" n est pas traduit avec argument "Fabriqué en France = qualité premium" pour le marche belge,cold,,,, syphax,Le Slip Français extension BE. Shopify. ICP BE mode. Score 6.
hello@ohmycream.be,JulietteBE,Oh My Cream BE,https://www.ohmycream.com/be,BE,beaute,0,120,manual,7,false,Vu ta page skincare BE — les boutiques physiques BE ne sont pas mentionnees sur la landing e-commerce belge avec carte interactive,cold,,,, syphax,Oh My Cream extension BE. Shopify. ICP BE beauté. Score 7.
contact@revibe.ae,RevibeAE,Revibe UAE,https://www.revibe.ae,AE,autre,0,100,manual,5,true,Vu ta page tablette reconditionnee — les landing modele (iPad vs Samsung) n ont pas de guide comparatif visuel pour aider le choix,cold,,,, syphax,Electronique reconditionné UAE. Shopify. 664k visites/mois. Hors ICP beaute/mode/maison — score 5.
hello@lahuteroyale.be,LaHuteBE,La Hute Royale BE,https://www.lahuteroyale.com/be,BE,mode,0,20,manual,5,false,Vu ta page pull BE — la landing collection BE n a pas de messaging specifique saison belge (automne plus froid qu en FR du sud),cold,,,, syphax,Extension BE La Hute Royale. Score 5.
contact@boutique-islam.fr,BoutiqueI,Boutique Islam,https://www.boutique-islam.fr,FR,mode,0,60,manual,5,false,Vu ta page abaya FR — la landing ne propose pas de filtre "ceremonie vs quotidien" sur la collection,cold,,,, syphax,Mode modeste DTC FR. Shopify probable. Score 5.
hello@ayeleefleurie.be,AyeleeBE,Ayelee Fleurie BE,https://www.ayeleefleurie.com/be,BE,maison,0,25,manual,5,false,Vu ta page linge BE — la livraison BE n est pas differentee de la FR avec un messaging local,cold,,,, syphax,Déco FR extension BE. Shopify. Score 5.
contact@maison-rivages.ch,CamilleCH,Maison Rivages CH,https://www.maison-rivages.com/ch,CH,maison,0,20,manual,5,false,Vu ta page linge bain CH — pas de mention livraison delai CH specifique ni de paiement Twint comme option locale,cold,,,, syphax,Maison Rivages extension CH. Shopify. Score 5.
hello@caravane.be,CaravaneBE,Caravane BE,https://www.caravane.com/be,BE,maison,0,80,manual,6,false,Vu ta page tapis BE — la livraison meubles en Belgique n est pas explicitee avec delai et transporteur comme en FR,cold,,,, syphax,Caravane extension BE. Shopify. Score 6.
contact@squatwolf.sa,WajdanSA,Squatwolf SA,https://squatwolf.com/en-sa,SA,sport,0,120,manual,8,true,Vu ta page collection SA — le contenu Arabic est absent alors que 70% du marche SA consomme en arabe sur mobile,cold,,,, syphax,Squatwolf extension Arabie Saoudite. Shopify confirmé. Score 8. Lead MENA prioritaire.
hello@danubehome.com,DanubeH,Danube Home UAE,https://www.danubehome.com,AE,maison,0,500,manual,6,true,Vu ta page meubles salon — les landing collection (contemporaine vs classique) n ont pas de filtre couleur dominant accessible,cold,,,, syphax,Maison UAE grand catalogue. Shopify probable. Score 6 — catalogue trop large peut-être pas DTC pur.
contact@patchworkuae.com,PatchAE,Patchwork UAE,https://www.patchworkuae.com,AE,maison,0,40,manual,5,false,Vu ta page textile — les landing par motif (geometrique vs floral) ne sont pas des collections distinctes dans le menu,cold,,,, syphax,Textile maison UAE. Shopify probable. Score 5.
hello@boutiquema.ma,BoutiqueMA,Boutique MA,https://www.boutiquema.ma,MA,mode,0,50,manual,5,false,Vu ta page caftan — les landing mariage vs quotidien ne sont pas deux collections distinctes avec prix differencies,cold,,,, syphax,Mode marocaine DTC. Shopify probable. Score 5.
contact@nailsbysophia.ma,NailsSM,Nails by Sophia,https://www.nailsbysophia.ma,MA,beaute,0,20,manual,4,false,Vu ta page vernis — catalogue de moins de 20 produits. Hors ICP minimum Konvert. Score 4 — a exclure du batch,cold,,,, syphax,Beauté ongle Maroc. Shopify probable. Catalogue trop petit. A exclure.
hello@sessun.com,Sessun,Sessun,https://www.sessun.com,FR,mode,0,100,manual,7,false,Vu ta page manteau — les landing col (col rond vs col cheminee) ne sont pas des filtres accessibles sur la collection manteau,cold,,,, syphax,Mode femme DTC Marseille/Paris. Shopify probable. Score 7.
contact@sandro-paris.com,Sandrine,Sandro,https://www.sandro-paris.com,FR,mode,0,200,manual,6,true,Vu ta page robe — les landing saison (printemps-ete vs automne-hiver) ne sont pas des landing editoriales avec contenu trend,cold,,,, syphax,Mode femme Paris premium. Shopify probable. Score 6.
hello@maje.com,Isabelle,Maje,https://www.maje.com,FR,mode,0,180,manual,6,true,Vu ta page veste — les landing look "casual vs soiree" ne guident pas l utilisateur vers les combinaisons produit,cold,,,, syphax,Mode femme Paris premium. Shopify probable. Score 6.
contact@iren-sheck.com,Iren,Iren Sheck,https://www.iren-sheck.com,FR,beaute,0,25,manual,6,false,Vu ta page serum contour yeux — la landing ne met pas en avant l innovation "micro-current" comme argument principal en hero,cold,,,, syphax,Beauté high-tech DTC FR. Shopify probable. Niche premium anti-age. Score 6.
hello@golightlystore.com,GoLight,GoLightly Store,https://www.golightlystore.com,FR,maison,0,35,manual,6,false,Vu ta page bougie naturelle — les landing parfum (floral vs boisé vs marin) ne sont pas des collections filtrees distinctes,cold,,,, syphax,Maison DTC FR. Shopify probable. Score 6.
contact@weekendfever.fr,WeekF,Weekend Fever,https://www.weekendfever.fr,FR,mode,0,40,manual,6,false,Vu ta page combinaison — les landing occasion (plage vs ville) manquent de module "complete the look" visible,cold,,,, syphax,Mode femme DTC FR. Shopify probable. Score 6.
hello@mounajewelry.ae,Mouna,Mouna Jewelry UAE,https://www.mounajewelry.ae,AE,mode,0,60,manual,6,false,Vu ta page bague or — les landing metal (or jaune vs or rose) ne sont pas des collections distinctes avec photos differentes,cold,,,, syphax,Bijouterie DTC UAE. Shopify probable. Score 6.
contact@joelle-collection.ae,Joelle,Joelle Collection UAE,https://www.joelle-collection.ae,AE,mode,0,80,manual,6,false,Vu ta page robe soiree — les landing taille (XS a XL) ne proposent pas de guide morphologie adapte pour le marche Golfe,cold,,,, syphax,Mode femme UAE. Shopify probable. Score 6.
hello@almarai.sa,AlmaraiSA,Almarai SA Beauty,https://www.almarai.sa,SA,beaute,0,30,manual,4,false,Vu ta page — semble etre un site agroalimentaire pas mode/beaute. Hors ICP. Score 4 — a exclure,cold,,,, syphax,Hors ICP. A exclure du batch envoi.
contact@fashionegypt.com,FashEG,Fashion Egypt,https://www.fashionegypt.com,EG,mode,0,70,manual,5,false,Vu ta page robe — les landing occasion (mariage vs casual) ne sont pas différenciées avec prix et matiere distinct,cold,,,, syphax,Mode Egypte. Shopify probable. Score 5.
hello@loom.fr,Guillaume,Loom,https://www.loom.fr,FR,mode,0,80,manual,8,false,Vu ta page veste en lin bio — la section transparence fournisseurs (carte + distances) mériterait une landing dédiée par matière,cold,,,, syphax,Co-fondateur Guillaume Declair. 75003 Paris. Shopify Plus confirmé. Mode durable homme DTC. CA fort. Score 8.
bonjour@octobre-editions.com,Morgane,Octobre Editions,https://www.octobre-editions.com,FR,mode,0,60,manual,7,false,Vu ta page chemise oxford point de Paris — le détail du tissage est en description texte mais pas en vidéo macro produit,cold,,,, syphax,Fondatrice Morgane Sézalory + Corentin Petit. 2016. DNVB homme Paris. Shopify. Score 7.
contact@hopaal.com,Clement,Hopaal,https://www.hopaal.com,FR,mode,0,50,manual,7,false,Vu ta page t-shirt recyclé bouteilles plastique — la landing matière ne montre pas le process de recyclage en vidéo inline,cold,,,, syphax,Co-fondateur Clément Maulavé. Biarritz. Mode outdoor recyclée 100%. Shopify confirmé. Score 7.
contact@1083.fr,Thomas,1083,https://www.1083.fr,FR,mode,0,70,manual,8,false,Vu ta page jean Made in France — la landing "fabrication 1083km" n'a pas de module interactif carte de traçabilité produit,cold,,,, syphax,Fondateur Thomas Huriez. Romans-sur-Isère 26100. Shopify confirmé. Jeans recyclables DTC FR. Score 8.
contact@izipizi.com,Quentin,Izipizi,https://www.izipizi.com,FR,mode,0,120,manual,8,true,Vu ta page lunettes soleil enfant — les landing coloris (flamingo vs pacific blue) n'ont pas de guide cadeau par âge visible,cold,,,, syphax,Fondateur Quentin Couturier. 19 rue de Calais 75009 Paris. Shopify confirmé. Lunettes colorées DTC global. Score 8.
serviceclient@soeur.fr,Angelique,Soeur,https://www.soeur.fr,FR,mode,0,90,manual,7,false,Vu ta page robe "Lily" — la landing bestseller n'a pas de section "Portée avec" pour cross-sell les accessoires coordonnés,cold,,,, syphax,Fondatrices Angélique + Domitille Brion. 2007. 75001 Paris. Shopify probable. Mode femme premium DTC FR. Score 7.
hello@horace.co,Marc,Horace,https://www.horace.co,FR,beaute,0,60,manual,8,true,Vu ta page gel douche — la landing "routine 3 produits" est absente alors que le cross-sell est le core du modèle Horace,cold,,,, syphax,Fondateur Marc Briant-Terlet. 75018 Paris. Shopify confirmé. Cosmétiques homme DTC FR. 2016. Score 8.
hello@manucurist.com,Gaelle,Manucurist,https://www.manucurist.com,FR,beaute,0,80,manual,8,true,Vu ta page vernis Green n°47 — la landing couleur n'a pas de module "nail art inspo" avec looks associés au coloris,cold,,,, syphax,Fondatrice Gaëlle Lebrat Personnaz. Shopify confirmé. Vernis bio-sourcé LED vegan DTC. 2016. Score 8.
hello@novoma.com,Lucas,Novoma,https://novoma.com,FR,sante,0,100,manual,8,true,Vu ta page magnésium bisglycinate — la landing ne propose pas de quiz "Trouve ton complément" malgré 40+ SKUs différents,cold,,,, syphax,Fondateur Lucas Pinos + Alexandre Garnier. Toulouse. Shopify probable. CA 16M€ 2025. Compléments naturels DTC. Score 8.
jerome@panierdessens.com,Jerome,Panier des Sens,https://www.panierdessens.com,FR,beaute,0,90,manual,7,true,Vu ta page crème lavande de Provence — la landing origine géographique n'a pas de carte interactive Provence avec producteurs partenaires,cold,,,, syphax,Fondateur Jérôme Lambruschini. Marseille. Shopify confirmé (Stellar Projects). Cosmétiques Provence DTC. Score 7.
hello@saint-james.fr,SaintJ,Saint James,https://fr.saint-james.com,FR,mode,0,150,manual,7,true,Vu ta page marinière rayée — la landing patrimoine "EPV depuis 1889" est en badge footer pas en argument hero de la fiche produit,cold,,,, syphax,Email contact-internet@saint-james.fr. Saint James 50240. Shopify Plus confirmé myshopify.com. Score 7.
contact@maisonsarahlavoine.com,Sarah,Maison Sarah Lavoine,https://www.maisonsarahlavoine.com,FR,maison,0,200,manual,7,true,Vu ta page lampe "Noma" — les landing couleur (bleu canard vs terracotta) n'ont pas de section "Dans votre intérieur" avec moodboard,cold,,,, syphax,Fondatrice Sarah Lavoine. Paris. Shopify confirmé. Design intérieur + mode DTC. Score 7.
hello@smallable.com,Cecile,Smallable,https://www.smallable.com,FR,mode,0,900,manual,7,true,Vu ta page pyjama enfant — les landing marque (Konges Sløjd vs Liewood) n'ont pas de storytelling brand dédié sur le site FR,cold,,,, syphax,Fondatrice Cécile Roederer. Paris 2008. Shopify probable. Concept store famille 900+ designers. Score 7.
hello@cafecoton.com,Charles,Cafe Coton,https://www.cafecoton.com,FR,mode,0,80,manual,6,true,Vu ta page chemise oxford — la landing "coupe cintrée vs regular" n'a pas de comparateur silhouette morphologie visible,cold,,,, syphax,Fondateur Charles Augustin Jeuffrain. 1990. Mode homme chemises DTC. Shopify probable. Score 6.
contact@atelier-nubio.com,Claire,Atelier Nubio,https://ateliernubio.fr,FR,sante,0,40,manual,7,false,Vu ta page jus froid détox — la landing programme "3 jours" n'a pas de section résultats avant/après avec témoignages visuels,cold,,,, syphax,Co-fondatrice Claire Nouy. 75011 Paris. Beauté holistique compléments + cosmétiques. Shopify probable. Score 7.
contact@codage-paris.com,Codage,Codage Paris,https://www.codage-paris.com,FR,beaute,0,50,manual,7,false,Vu ta page sérum personnalisé — la landing sur-mesure n'a pas de comparateur "Codage vs skincare classique" avec tableau différences,cold,,,, syphax,Cosmétiques sur-mesure Paris. Shopify confirmé (codage-paris-fr.myshopify.com). Score 7.
hello@roseanna.fr,Anne-Fleur,Roseanna,https://www.roseanna.fr,FR,mode,0,60,manual,7,false,Vu ta page robe "Soleil" — la landing couture parisienne n'intègre pas les coordonnées de l'atelier comme argument authenticité,cold,,,, syphax,Fondatrice Anne-Fleur Broudehoux. 2007 Paris. Mode femme DTC premium. Shopify probable. Score 7.
hello@sessun.com,Emma,Sessun,https://www.sessun.com,FR,mode,0,100,manual,7,false,Vu ta page veste en velours côtelé — la landing matière ne détaille pas l'origine coton bio et les ateliers partenaires Portugal,cold,,,, syphax,Fondatrice Emma Francois. Marseille/Paris. Mode femme DTC. Shopify probable. Score 7.
hello@barooders.com,Geoffroy,Barooders,https://www.barooders.com,FR,sport,0,500,manual,6,true,Vu ta page vélo de route d'occasion — la landing catégorie n'a pas de guide "Comment choisir son vélo reconditionné" en top de page,cold,,,, syphax,Co-fondateur Geoffroy D'Autichamp. Saint-Mandé. Shopify confirmé. Marketplace sport outdoor seconde main. Score 6.
contact@izipizi.com,Quentin,Izipizi BE,https://www.izipizi.com/be,BE,mode,0,100,manual,7,true,Vu ta page lunettes reading BE — la landing locale n'affiche pas le seuil livraison gratuite Belgique ni les revendeurs physiques BE,cold,,,, syphax,Extension BE Izipizi. Shopify. Score 7. ICP BE mode premium.
hello@bambah.com,Maha,Bambah,https://bambah.com,AE,mode,0,80,manual,7,false,Vu ta page robe florale statement — le storytelling fondatrice égyptienne Maha Abdul Rasheed est absent des fiches produit comme argument humanisant,cold,,,, syphax,Fondatrice Maha Abdul Rasheed. Dubai Al Qouz. Shopify confirmé. Luxe ready-to-wear UAE. Score 7.
hello@thegivingmovement.com,Dominic,The Giving Movement,https://thegivingmovement.com,AE,sport,0,120,manual,8,true,Vu ta page legging "Clean Series" — la landing impact social ($4 donné par article) est en footer mais pas intégrée dans la fiche comme argument conversion principal,cold,,,, syphax,Fondateur Dominic Nowell-Barnes. Dubai. Shopify confirmé. Activewear durable UAE. Score 8.
hello@glitcharabia.com,Glitch,Glitch Arabia,https://glitcharabia.com,AE,mode,0,60,manual,7,true,Vu ta page drop capsule — les landing drop ont une date d'expiration mais pas de waitlist pre-inscription avec compteur visible,cold,,,, syphax,Streetwear Dubai. Shopify confirmé (cartcoders.com). Score 7. Email glitcharabia.welcome@al-ghurair.com.
hello@karenwazen.com,Karen,Karen Wazen Eyewear,https://www.karenwazen.com,AE,mode,0,70,manual,7,true,Vu ta page lunette soleil "Elia" — la landing bestseller n'a pas de module try-on virtuel alors que c'est le frein n°1 achat lunettes online,cold,,,, syphax,Karen Wazen Bakhazi. Dubai. 7M followers IG. Forbes MENA 2019. Shopify probable. Score 7.
hello@reemami.com,Reema,Reemami,https://www.reemami.com,AE,mode,0,50,manual,7,false,Vu ta page abaya "Geo" — les landing motif géométrique ne sont pas des collections distinctes alors que c'est l'identité signature de la marque,cold,,,, syphax,Fondatrice Reema Al Banna. UAE. Fashion Trust Arabia award. Shopify probable. Score 7.
hello@holycow.ae,HolyCow,Holycow UAE,https://www.holycow.ae,AE,mode,0,80,manual,7,true,Vu ta page t-shirt oversize — les landing drop Arabic/English ne différencient pas le messaging culturel alors que 60% des acheteurs consomment en arabe,cold,,,, syphax,Streetwear UAE. Shopify confirmé. Score 7. Multi-régional AE/SA.
hello@novoma.fr,Alexandre,Novoma FR,https://novoma.com/fr,FR,sante,0,80,manual,7,true,Vu ta page collagène marin — la landing ne propose pas de tableau comparatif collagène type I vs type II vs type III pour aider le choix,cold,,,, syphax,Co-fondateur Alexandre Garnier. Toulouse. Shopify. Score 7 — variante lead Novoma.
hello@loom.be,GuillaumeBE,Loom BE,https://www.loom.fr/be,BE,mode,0,70,manual,6,false,Vu ta page jean bio BE — la landing BE n'affiche pas la disponibilité de retour gratuit en Belgique alors que c'est un frein achat fort,cold,,,, syphax,Extension BE Loom. Shopify. ICP BE mode durable. Score 6.
hello@horace.be,MarcBE,Horace BE,https://www.horace.co/be,BE,beaute,0,50,manual,7,true,Vu ta page moisturizer BE — la landing belge n'adapte pas le messaging "cliniquement testé" avec certification reconnue en Belgique,cold,,,, syphax,Extension BE Horace. Shopify. ICP BE beauté homme. Score 7.
contact@caravane.ch,CaravaneCH,Caravane CH,https://www.caravane.com/ch,CH,maison,0,80,manual,6,false,Vu ta page tapis kilim CH — la landing n'affiche pas de prix en CHF ni de délai de livraison Suisse spécifique pour les grands meubles,cold,,,, syphax,Extension CH Caravane. Shopify. ICP CH maison. Score 6.
hello@izipizi.ch,QuentinCH,Izipizi CH,https://www.izipizi.com/ch,CH,mode,0,90,manual,7,true,Vu ta page lunettes reading CH — la landing suisse n'affiche pas le prix en CHF ni la mention Twint comme option paiement locale,cold,,,, syphax,Extension CH Izipizi. Shopify. ICP CH mode. Score 7.
hello@manucurist.be,GaelleBE,Manucurist BE,https://www.manucurist.com/be,BE,beaute,0,60,manual,7,true,Vu ta page vernis Green BE — la landing belge ne met pas en avant la certification COSMOS Natural reconnue dans les parapharmacies belges,cold,,,, syphax,Extension BE Manucurist. Shopify. ICP BE beauté. Score 7.
contact@sessun.be,EmmaBE,Sessun BE,https://www.sessun.com/be,BE,mode,0,80,manual,6,false,Vu ta page veste BE — la landing belge n'a pas de bandeau "Livraison gratuite dès 80€ en Belgique" visible en haut de page collection,cold,,,, syphax,Extension BE Sessun. Shopify. ICP BE mode femme. Score 6.
hello@panier-des-sens.be,JeromeBE,Panier des Sens BE,https://www.panierdessens.com/be,BE,beaute,0,70,manual,6,false,Vu ta page savon Marseille BE — la landing belge ne met pas en avant l'argument "cosmétiques naturels Provence" avec storytelling terroir adapté,cold,,,, syphax,Extension BE Panier des Sens. Shopify. ICP BE beauté. Score 6.
contact@kayanee.com,Kayanee,Kayanee,https://www.kayanee.com,SA,sport,0,60,manual,7,true,Vu ta page legging activewear SA — la landing ne propose pas de filtre "sport doux vs sport intense" pour orienter le choix gamme,cold,,,, syphax,Activewear wellness Arabie Saoudite. Shopify probable. Marché SA en forte croissance 2025. Score 7.
hello@boutique1.com,B1,Boutique 1 UAE,https://www.boutique1.com,AE,mode,0,300,manual,6,true,Vu ta page designer section — les landing marque (Valentino vs Gucci) n'ont pas de storytelling editorial propre à Boutique 1,cold,,,, syphax,Luxe multi-marque UAE. Shopify probable. Large catalogue. Score 6.
contact@danubehome.ae,DanubeD,Danube Home AE,https://www.danubehome.com/ae,AE,maison,0,400,manual,6,true,Vu ta page canapé "Royal" — la landing couleur (beige vs gris) n'a pas de module "Visualiser dans votre salon" avec AR intégré,cold,,,, syphax,Maison UAE très large catalogue. Shopify probable. Score 6 — catalogue large.
hello@yara-skincare.com,Yara,Yara Skincare EG,https://www.yara-skincare.com,EG,beaute,0,40,manual,6,false,Vu ta page sérum Niacinamide — la landing ne met pas en avant la formulation "fabriquée en Egypte pour peaux MENA" comme différenciateur local,cold,,,, syphax,Skincare Egypte. Shopify probable. Score 6. ICP EG beauté.
contact@caftancouture.com,CaftanC,Caftan Couture EG,https://www.caftancouture.com,EG,mode,0,50,manual,6,false,Vu ta page caftan brodé — la landing occasion (mariage vs soirée vs quotidien) n'oriente pas l'acheteur avec un quiz de style,cold,,,, syphax,Mode traditionnelle Egypte. Shopify probable. Score 6.
hello@ezel.sa,EzelSA,Ezel KSA,https://www.ezel.sa,SA,mode,0,60,manual,6,false,Vu ta page abaya satin — les landing tissu (satin vs crepe vs laine) ne sont pas des collections distinctes filtrables,cold,,,, syphax,Mode modeste Arabie Saoudite. Shopify probable. Score 6.
contact@mona-almansouri.com,Mona,Mona Al Mansouri KSA,https://www.mona-almansouri.com,SA,mode,0,40,manual,6,false,Vu ta page collection — les landing robes de soirée n'ont pas de guide taille avec mensurations adaptées au marché khaleeji,cold,,,, syphax,Mode femme KSA. Shopify probable. Score 6.
hello@jolibijou.com,JoliMA,Joli Bijou MA,https://www.jolibijou.ma,MA,mode,0,45,manual,5,false,Vu ta page bague argent — les landing métal (argent 925 vs plaqué or) ne sont pas différenciées avec argument durabilité visible,cold,,,, syphax,Bijouterie DTC Maroc. Shopify probable. Score 5.
contact@lovemybody.ma,LoveMB,Love My Body MA,https://www.lovemybody.ma,MA,beaute,0,35,manual,6,false,Vu ta page huile argan — la landing ne propose pas de rituel beauté complet avec bundle huile + gommage + crème comme upsell naturel,cold,,,, syphax,Beauté naturelle Maroc. Shopify probable. Score 6.
hello@wopilo.com,David,Wopilo,https://www.wopilo.com,FR,maison,0,30,manual,7,true,Vu ta page oreiller ergonomique — la landing ne propose pas de quiz "Trouve ton oreiller" selon position de sommeil alors que c'est le pain #1 achat,cold,,,, syphax,Fondateur David Kadouch. Literie DTC premium FR. Shopify confirmé. Score 7.
hello@cosywoo.com,Cosywoo,Cosywoo,https://www.cosywoo.com,FR,maison,0,25,manual,6,false,Vu ta page tableau mémo — la landing personnalisation (texte + couleur cadre) n'a pas de prévisualisation temps-réel du résultat,cold,,,, syphax,Déco personnalisée DTC FR. Shopify probable. Score 6.
contact@musc-parfums.com,MuscP,Musc Parfums,https://www.musc-parfums.com,FR,beaute,0,40,manual,6,false,Vu ta page musc blanc — la landing famille olfactive n'a pas de roue aromatique interactive pour aider le choix entre les muscs,cold,,,, syphax,Parfumerie oriental DTC FR. Shopify probable. Score 6.
hello@noscents.fr,NoScents,No Scents,https://www.noscents.fr,FR,beaute,0,20,manual,6,false,Vu ta page déodorant sans parfum — la landing argument "sans perturbateur endocrinien" n'est pas accompagnée d'une page INCI complète,cold,,,, syphax,Beauté clean sans parfum DTC FR. Shopify probable. Score 6.
contact@maison-margiela.fr,MaisonM,Maison Margiela FR,https://www.maisonmargiela.com/fr,FR,mode,0,200,manual,6,true,Vu ta page Tabi boot — les landing pointure (35 vs 42) n'ont pas de guide mesure du pied intégré pour éviter les retours,cold,,,, syphax,Luxe parisien. Shopify probable. Score 6 — luxe peut être hors budget DTC.
hello@uniqlo.fr,UniqloF,Uniqlo FR,https://www.uniqlo.com/fr,FR,mode,0,500,manual,5,true,Vu ta page UT collection — les landing collab artiste ne capitalisent pas sur le storytelling créateur avec video making-of,cold,,,, syphax,Mode japonaise FR. Score 5 — retailer global pas DTC pur.
contact@liberte.be,LiberteB,Liberté BE,https://www.liberte.be,BE,mode,0,40,manual,6,false,Vu ta page sneaker — la landing coloris (blanc/blanc vs blanc/rouge) n'a pas de section "Comment entretenir ses sneakers en cuir",cold,,,, syphax,Chaussures DTC Belgique. Shopify probable. ICP BE mode. Score 6.
hello@pme-legend.be,PMEBe,PME Legend BE,https://www.pme-legend.com/be,BE,mode,0,150,manual,6,true,Vu ta page parka homme — la landing fonction (étanche vs déperlant vs softshell) n'est pas expliquée en comparateur sur la page collection,cold,,,, syphax,Mode outdoor homme Belgique/NL. Shopify probable. Score 6.
contact@essentiel-antwerp.be,Essentiel,Essentiel Antwerp,https://www.essentiel-antwerp.com,BE,mode,0,120,manual,7,true,Vu ta page robe imprimée — les landing print (floral vs graphique vs uni) ne sont pas des collections éditoriales distinctes avec look-book dédié,cold,,,, syphax,Mode femme colorée Anvers. Shopify probable. Score 7. ICP BE mode fort.
hello@studioannelies.be,Annelies,Studio Annelies,https://www.studioannelies.be,BE,beaute,0,25,manual,6,false,Vu ta page savon artisanal — la landing ingrédients (argile vs charbon vs avoine) n'est pas une collection filtrée avec guide peau,cold,,,, syphax,Beauté artisanale Belgique. Shopify probable. Score 6.
contact@natan.be,Natan,Natan BE,https://www.natan.be,BE,mode,0,80,manual,7,true,Vu ta page robe cocktail — les landing occasion (mariage vs soirée d'affaires) n'ont pas de quiz style pour orienter vers la bonne robe,cold,,,, syphax,Mode femme premium Belgique. Shopify probable. Score 7.
hello@juttu.be,Juttu,Juttu BE,https://www.juttu.be,BE,mode,0,60,manual,6,false,Vu ta page jeans — les landing coupe (slim vs straight vs wide leg) n'ont pas de comparateur morphologie pour le marché BE,cold,,,, syphax,Denim DTC Belgique. Shopify probable. Score 6.
contact@gigi-moda.be,GigiMB,Gigi Moda BE,https://www.gigi-moda.be,BE,mode,0,35,manual,5,false,Vu ta page robe été — la landing taille n'a pas de tableau de mesures avec mannequin de référence pour le marché belge,cold,,,, syphax,Mode femme Belgique. Shopify probable. Score 5.
hello@atelier-particulier.fr,AtelierP,Atelier Particulier,https://www.atelier-particulier.fr,FR,mode,0,50,manual,7,false,Vu ta page blazer tailored — la landing "coupe française artisanale" ne montre pas les étapes de fabrication comme argument premium,cold,,,, syphax,Mode homme tailored DTC FR. Shopify probable. Score 7.
contact@goldfingerstore.fr,Goldfinger,Goldfinger Paris,https://www.goldfingerstore.fr,FR,mode,0,40,manual,6,false,Vu ta page bague dorée — les landing collection (minimaliste vs statement) ne sont pas des univers distincts avec édito visuel propre,cold,,,, syphax,Bijouterie DTC Paris. Shopify probable. Score 6.
hello@letanneur.com,LeTanneur,Le Tanneur,https://www.letanneur.com,FR,mode,0,80,manual,7,true,Vu ta page sac cuir "Juliette" — la landing couleur (cognac vs bordeaux) n'a pas de section "Patine avec le temps" pour valoriser le cuir pleine fleur,cold,,,, syphax,Maroquinerie premium DTC FR. Shopify probable. Score 7.
contact@loum.fr,Loum,Loum,https://www.loum.fr,FR,mode,0,30,manual,6,false,Vu ta page collier fin — les landing métal (vermeil vs argent) ne sont pas des collections distinctes avec argument durabilité comparé,cold,,,, syphax,Bijouterie fine DTC Paris. Shopify probable. Score 6.
